cnt,cnt_ben,cnt_mal,proc,proc_chain
1,0,1,netstat.exe,unknown_process.exe => unknown_process.exe => cmd.exe => netstat.exe
1,0,1,netstat.exe,unknown_process.exe => explorer.exe => netstat.exe
1,0,1,netstat.exe,unknown_process.exe => cmd.exe => netstat.exe
1,0,1,netstat.exe,unknown_process.exe => unknown_process.tmp => netstat.exe
1,0,1,netstat.exe,unknown_process.exe => unknown_process.exe => explorer.exe => netstat.exe
1,0,1,notepad.exe,unknown_process.exe => winlogon.exe => notepad.exe
4,4,0,notepad.exe,powershell.exe => notepad.exe
2,0,2,notepad.exe,wscript.exe => wscript.exe => notepad.exe
2,0,2,notepad.exe,unknown_process.exe => notepad.exe => notepad.exe => notepad.exe => notepad.exe => notepad.exe => notepad.exe
1,0,1,notepad.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => notepad.exe
1,0,1,notepad.exe,unknown_process.exe => svchost.exe => notepad.exe
3,0,3,notepad.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => iexplore.exe => notepad.exe
293,0,293,notepad.exe,unknown_process.exe => cmd.exe => notepad.exe
1,0,1,notepad.exe,unknown_process.exe => unknown_process.exe => winlogon.exe => cmd.exe => notepad.exe
1,0,1,notepad.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe => notepad.exe
7,0,7,notepad.exe,notepad.exe
4,0,4,notepad.exe,unknown_process.exe => notepad.exe => notepad.exe => notepad.exe
1,0,1,notepad.exe,unknown_process.exe => cmd.exe => cmd.exe => unknown_process.exe => cmd.exe => powershell.exe => cmd.exe => notepad.exe
1,0,1,notepad.exe,svchost.exe => notepad.exe
1,1,0,notepad.exe,setup.exe => setup.exe => notepad.exe
56,1,55,notepad.exe,unknown_process.exe => notepad.exe
1,0,1,notepad.exe,cmd.exe => notepad.exe
20,0,20,notepad.exe,unknown_process.exe => unknown_process.tmp => notepad.exe
1,0,1,notepad.exe,unknown_process.exe => unknown_process.exe => iexplore.exe => notepad.exe
1,0,1,notepad.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe => notepad.exe
1,0,1,notepad.exe,unknown_process.exe => notepad.exe => notepad.exe => notepad.exe => notepad.exe => notepad.exe
3,0,3,notepad.exe,unknown_process.exe => unknown_process.exe => svchost.exe => notepad.exe
2,0,2,notepad.exe,unknown_process.exe => notepad.exe => notepad.exe => notepad.exe => notepad.exe
1,0,1,notepad.exe,unknown_process.exe => explorer.exe => notepad.exe
1,0,1,notepad.exe,unknown_process.exe => csrss.exe => notepad.exe
12,0,12,notepad.exe,unknown_process.exe => notepad.exe => notepad.exe
2,0,2,notepad.exe,wscript.exe => notepad.exe
1,0,1,notepad.exe,setup.exe => notepad.exe
1,0,1,notepad.exe,unknown_process.exe => unknown_process.exe => cmd.exe => notepad.exe
28,0,28,notepad.exe,unknown_process.exe => unknown_process.exe => notepad.exe
5,0,5,nslookup.exe,setup.exe => nslookup.exe
19,0,19,nslookup.exe,wscript.exe => cmd.exe => unknown_process.exe => nslookup.exe
10,0,10,nslookup.exe,wscript.exe => cmd.exe => powershell.exe => unknown_process.exe => nslookup.exe
718,0,718,nslookup.exe,unknown_process.exe => nslookup.exe
9,0,9,nslookup.exe,winword.exe => powershell.exe => nslookup.exe
1,0,1,nslookup.exe,excel.exe => cmd.exe => nslookup.exe
1,0,1,nslookup.exe,unknown_process.exe => cmd.exe => powershell.exe => nslookup.exe
12,0,12,nslookup.exe,wscript.exe => eventvwr.exe => wscript.exe => unknown_process.exe => nslookup.exe
3,0,3,nslookup.exe,winword.exe => unknown_process.exe => nslookup.exe
1,0,1,nslookup.exe,unknown_process.exe => cmd.exe => cmd.exe => nslookup.exe
11,0,11,nslookup.exe,unknown_process.exe => unknown_process => nslookup.exe
6,0,6,nslookup.exe,unknown_process.exe => cmd.exe => nslookup.exe
6,0,6,ntoskrnl.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => explorer.exe => ntoskrnl.exe
2,0,2,osk.exe,osk.exe => osk.exe
1,0,1,osk.exe,osk.exe => osk.exe => osk.exe
2,0,2,osk.exe,osk.exe
2,0,2,pcaui.exe,unknown_process.exe => unknown_process.exe => pcaui.exe
1,1,0,pcaui.exe,pcaui.exe
1,0,1,pcaui.exe,unknown_process.exe => unknown_process.exe => msiexec.exe => pcaui.exe
1,0,1,ping.exe,uninst.exe => cmd.exe => ping.exe
1,0,1,ping.exe,unknown_process.exe => cmd.exe => unknown_process.exe => unknown_process.exe => cmd.exe => ping.exe
1,0,1,ping.exe,unknown_process.exe => msbuild.exe => cmd.exe => ping.exe
33,0,33,ping.exe,unknown_process.exe => unknown_process.tmp => ping.exe
1,0,1,ping.exe,unknown_process.exe => unknown_process.exe => unknown_process.tmp => ping.exe
36,0,36,ping.exe,setup.exe => unknown_process.exe => wscript.exe => cmd.exe => ping.exe
15,0,15,ping.exe,cmd.exe => ping.exe
1,0,1,ping.exe,unknown_process.com_implementation_id_maps__source_0c2aa494a69b1c49bba9062d587d4ebd11161ab6-2236-125-15324320 => unknown_process.exe => cmd.exe => ping.exe
5,0,5,ping.exe,unknown_process.exe => mshta.exe => ping.exe
3,0,3,ping.exe,unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe => ping.exe
1,0,1,ping.exe,excel.exe => cmd.exe => ping.exe
2,0,2,ping.exe,wscript.exe => unknown_process.exe => cmd.exe => ping.exe
12,0,12,ping.exe,unknown_process.exe => wscript.exe => cmd.exe => ping.exe
70,0,70,ping.exe,unknown_process.exe => unknown_process.exe => cmd.exe => ping.exe
3,0,3,ping.exe,unknown_process.exe => svchost.exe => svchost.exe => cmd.exe => ping.exe
3,0,3,ping.exe,winword.exe => cmd.exe => ping.exe
1,0,1,ping.exe,unknown_process.exe => unknown_process.tmp => wscript.exe => cmd.exe => ping.exe
4,0,4,ping.exe,unknown_process.exe => svchost.exe => cmd.exe => ping.exe
15,0,15,ping.exe,unknown_process.exe => ping.exe
182,2,180,ping.exe,unknown_process.exe => cmd.exe => ping.exe
2,0,2,ping.exe,unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe => ping.exe
1,0,1,ping.exe,wscript.exe => cmd.exe => unknown_process.exe => cmd.exe => ping.exe
1,0,1,ping.exe,wscript.exe => cmd.exe => powershell.exe => unknown_process.exe => unknown_process.exe => cmd.exe => ping.exe
3,0,3,ping.exe,wscript.exe => cmd.exe => ping.exe
3,0,3,ping.exe,unknown_process.exe => unknown_process.exe => wscript.exe => cmd.exe => ping.exe
3,0,3,ping.exe,install.exe => unknown_process.exe => cmd.exe => ping.exe
2,0,2,ping.exe,unknown_process.exe => wscript.exe => unknown_process.exe => cmd.exe => ping.exe
2,0,2,ping.exe,excel.exe => ping.exe
14,0,14,ping.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe => ping.exe
1,0,1,ping.exe,wscript.exe => ping.exe
1,0,1,ping.exe,unknown_process.exe => dwm.exe => cmd.exe => ping.exe
8,0,8,ping.exe,ping.exe
1,0,1,ping.exe,unknown_process.exe => dllhost.exe => cmd.exe => ping.exe
8,0,8,ping.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe => ping.exe
2,0,2,ping.exe,install.exe => cmd.exe => ping.exe
6,0,6,ping.exe,unknown_process.exe => wscript.exe => unknown_process.exe => mshta.exe => cmd.exe => cmd.exe => ping.exe
2,0,2,ping.exe,unknown_process.exe => mshta.exe => unknown_process.exe => cmd.exe => ping.exe
3,0,3,pkgmgr.exe,unknown_process.exe => cmd.exe => cmd.exe => unknown_process.exe => pkgmgr.exe
2,0,2,pkgmgr.exe,cmd.exe => cmd.exe => unknown_process.exe => pkgmgr.exe
1,0,1,pkgmgr.exe,unknown_process.exe => cmd.exe => pkgmgr.exe
1,0,1,pkgmgr.exe,unknown_process.exe => unknown_process.exe => cmd.exe => cmd.exe => unknown_process.exe => pkgmgr.exe
4,0,4,pnputil.exe,unknown_process.exe => unknown_process.tmp => pnputil.exe
1,0,1,pnputil.exe,unknown_process.exe => unknown_process.tmp => cmd.exe => pnputil.exe
8,0,8,powercfg.exe,unknown_process.exe => cmd.exe => powercfg.exe
3,0,3,powercfg.exe,unknown_process.exe => unknown_process.exe => cmd.exe => powercfg.exe
2,0,2,powercfg.exe,setup.exe => unknown_process.tmp => cmd.exe => powercfg.exe
15,0,15,powercfg.exe,powershell.exe => powercfg.exe
6,0,6,powercfg.exe,unknown_process.exe => powercfg.exe
1,0,1,powercfg.exe,unknown_process.exe => unknown_process.exe => wscript.exe => cmd.exe => powercfg.exe
1,0,1,raserver.exe,winword.exe => unknown_process.exe => regasm.exe => explorer.exe => raserver.exe
3,0,3,raserver.exe,unknown_process.exe => unknown_process.exe => explorer.exe => raserver.exe
4,0,4,regini.exe,unknown_process.exe => cmd.exe => regini.exe
2,0,2,regini.exe,unknown_process.exe => dwm.exe => regini.exe
1,0,1,regini.exe,svchost.exe => regini.exe
1,0,1,regini.exe,unknown_process.exe => regini.exe
6,0,6,regini.exe,unknown_process.exe => csrss.exe => regini.exe
1,0,1,regini.exe,svchost.exe => svchost.exe => regini.exe
1,0,1,remoteposworker.exe,remoteposworker.exe
1,0,1,reset.exe,reset.exe
1,0,1,resmon.exe,unknown_process.exe => resmon.exe
1,0,1,route.exe,unknown_process.exe => route.exe
1,1,0,route.exe,wscript.exe => cmd.exe => route.exe
2,0,2,runas.exe,unknown_process.exe => cmd.exe => runas.exe
1,0,1,runas.exe,unknown_process.exe => runas.exe
1,0,1,runas.exe,runas.exe
2,0,2,runtimebroker.exe,unknown_process.exe => runtimebroker.exe
2,0,2,schtasks.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => schtasks.exe
25,1,24,schtasks.exe,unknown_process.exe => unknown_process.tmp => schtasks.exe
1,0,1,schtasks.exe,wscript.exe => wscript.exe => schtasks.exe
4,0,4,schtasks.exe,shellexperiencehost.exe => wscript.exe => schtasks.exe
39,0,39,schtasks.exe,wscript.exe => cmd.exe => schtasks.exe
1,0,1,schtasks.exe,unknown_process.exe => regsvr32.exe => schtasks.exe
1,0,1,schtasks.exe,unknown_process.exe => cmd.exe => powershell.exe => cmd.exe => svchost.exe => cmd.exe => schtasks.exe
3,0,3,schtasks.exe,winword.exe => wscript.exe => cmd.exe => schtasks.exe
47,0,47,schtasks.exe,unknown_process.exe => unknown_process.exe => cmd.exe => schtasks.exe
1,0,1,schtasks.exe,winword.exe => powershell.exe => unknown_process.exe => schtasks.exe
1,0,1,schtasks.exe,dmclient.exe => schtasks.exe
1,0,1,schtasks.exe,unknown_process.exe => unknown_process.exe => svchost.exe => svchost.exe => cmd.exe => schtasks.exe
1,0,1,schtasks.exe,unknown_process.exe => cmd.exe => cmd.exe => unknown_process.exe => cmd.exe => powershell.exe => cmd.exe => schtasks.exe
1,0,1,schtasks.exe,unknown_process.exe => tzsync.exe => schtasks.exe
13,0,13,schtasks.exe,wscript.exe => cmd.exe => cscript.exe => schtasks.exe
1,0,1,schtasks.exe,setup.exe => unknown_process.tmp => schtasks.exe
3,0,3,schtasks.exe,unknown_process.exe => setup.exe => unknown_process.exe => schtasks.exe
3,0,3,schtasks.exe,winlogon.exe => cmd.exe => schtasks.exe
36,0,36,schtasks.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => schtasks.exe
11,0,11,schtasks.exe,unknown_process.exe => svchost.exe => schtasks.exe
4,0,4,schtasks.exe,svchost.exe => svchost.exe => schtasks.exe
7,0,7,schtasks.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe => schtasks.exe
6,0,6,schtasks.exe,install.exe => unknown_process.exe => cmd.exe => schtasks.exe
4,0,4,schtasks.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe => cmd.exe => schtasks.exe
88,0,88,schtasks.exe,unknown_process.exe => cmd.exe => schtasks.exe
2,0,2,schtasks.exe,winword.exe => schtasks.exe
8,0,8,schtasks.exe,schtasks.exe
4,0,4,schtasks.exe,unknown_process.exe => wscript.exe => schtasks.exe
1,0,1,schtasks.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => schtasks.exe
2,0,2,schtasks.exe,unknown_process.exe => cmd.exe => unknown_process.exe => unknown_process.exe => cmd.exe => schtasks.exe
7,0,7,schtasks.exe,cmd.exe => schtasks.exe
2,0,2,schtasks.exe,unknown_process.exe => cmd.exe => powershell.exe => cmd.exe => schtasks.exe
1,0,1,schtasks.exe,unknown_process.exe => csrss.exe => cmd.exe => schtasks.exe
1,0,1,schtasks.exe,setup.exe => unknown_process.exe => cmd.exe => schtasks.exe
6,0,6,schtasks.exe,unknown_process.exe => dllhost.exe => schtasks.exe
1,0,1,schtasks.exe,onedrive.exe => schtasks.exe
28,0,28,schtasks.exe,powershell.exe => schtasks.exe
1,0,1,schtasks.exe,calc.exe => schtasks.exe
3,0,3,schtasks.exe,unknown_process.exe => cmd.exe => unknown_process.exe => schtasks.exe
2,0,2,schtasks.exe,rundll32.exe => schtasks.exe
1,0,1,schtasks.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe => schtasks.exe
1,0,1,schtasks.exe,unknown_process.exe => cmd.exe => unknown_process.exe => regasm.exe => schtasks.exe
2,0,2,schtasks.exe,unknown_process.exe => wscript.exe => unknown_process.exe => unknown_process.exe => schtasks.exe
1,0,1,schtasks.exe,unknown_process.exe => unknown_process.exe => unknown_process.tmp => schtasks.exe
9,0,9,schtasks.exe,unknown_process.exe => unknown_process.tmp => unknown_process.exe => schtasks.exe
4,0,4,schtasks.exe,unknown_process.exe => unknown_process.tmp => unknown_process.exe => unknown_process.tmp => schtasks.exe
2,0,2,schtasks.exe,cmd.exe => unknown_process.exe => cmd.exe => schtasks.exe
2,0,2,schtasks.exe,svchost.exe => schtasks.exe
2,0,2,schtasks.exe,services.exe => wsqmcons.exe => schtasks.exe
2,0,2,schtasks.exe,unknown_process.exe => installutil.exe => unknown_process.exe => installutil.exe => regasm.exe => schtasks.exe
3,0,3,schtasks.exe,unknown_process.exe => msbuild.exe => schtasks.exe
1,0,1,schtasks.exe,setup.exe => cmd.exe => schtasks.exe
1,0,1,schtasks.exe,reset.exe => schtasks.exe
121,0,121,schtasks.exe,wscript.exe => schtasks.exe
6,0,6,schtasks.exe,unknown_process.exe => unknown_process.exe => cmd.exe => cmd.exe => schtasks.exe
4,0,4,schtasks.exe,wscript.exe => unknown_process.exe => unknown_process.exe => schtasks.exe
2,0,2,schtasks.exe,unknown_process.exe => services.exe => schtasks.exe
1,0,1,schtasks.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe => cmd.exe => schtasks.exe
1,0,1,schtasks.exe,unknown_process.exe => unknown_process.tmp => unknown_process.exe => unknown_process.tmp => unknown_process.exe => schtasks.exe
1,0,1,schtasks.exe,unknown_process.exe => csrss.exe => schtasks.exe
1,0,1,schtasks.exe,unknown_process.exe => unknown_process.tmp => cmd.exe => schtasks.exe
101,0,101,schtasks.exe,unknown_process.exe => unknown_process.exe => schtasks.exe
1,0,1,schtasks.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => schtasks.exe
1,0,1,schtasks.exe,unknown_process.exe => unknown_process => cmd.exe => schtasks.exe
495,0,495,schtasks.exe,unknown_process.exe => schtasks.exe
2,0,2,schtasks.exe,unknown_process.exe => regsvcs.exe => schtasks.exe
1,0,1,schtasks.exe,unknown_process.exe => wscript.exe => cmd.exe => powershell.exe => cmd.exe => schtasks.exe
1,0,1,schtasks.exe,wscript.exe => cmd.exe => powershell.exe => schtasks.exe
2,0,2,schtasks.exe,unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe => unknown_process.exe => schtasks.exe
5,0,5,schtasks.exe,winword.exe => wscript.exe => schtasks.exe
14,0,14,schtasks.exe,unknown_process.exe => regasm.exe => schtasks.exe
1,0,1,schtasks.exe,winword.exe => powershell.exe => unknown_process.exe => unknown_process.exe => schtasks.exe
5,0,5,schtasks.exe,unknown_process.exe => cmd.exe => cmd.exe => schtasks.exe
2,0,2,schtasks.exe,unknown_process.scr => unknown_process.exe => unknown_process.exe => regsvcs.exe => schtasks.exe
1,0,1,schtasks.exe,unknown_process.exe => unknown_process.exe => unknown_process.tmp => unknown_process.exe => schtasks.exe
20,0,20,schtasks.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => regsvcs.exe => schtasks.exe
2,0,2,schtasks.exe,winword.exe => powershell.exe => cmd.exe => schtasks.exe
2,0,2,schtasks.exe,rundll32.exe => cmd.exe => schtasks.exe
1,0,1,schtasks.exe,remoteposworker.exe => schtasks.exe
2,0,2,schtasks.exe,setup.exe => unknown_process.exe => schtasks.exe
1,0,1,schtasks.exe,unknown_process.exe => cmd.exe => unknown_process.exe => unknown_process.exe => schtasks.exe
25,0,25,schtasks.exe,mshta.exe => schtasks.exe
1,0,1,sdclt.exe,sdclt.exe
1,0,1,sdclt.exe,unknown_process.exe => cmd.exe => sdclt.exe
2,0,2,sdclt.exe,unknown_process.exe => svchost.exe => csrss.exe => sdclt.exe
4,0,4,sdclt.exe,unknown_process.exe => unknown_process.exe => svchost.exe => csrss.exe => sdclt.exe
1,0,1,searchfilterhost.exe,unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe => searchfilterhost.exe
1,0,1,searchfilterhost.exe,unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe => searchfilterhost.exe => searchfilterhost.exe
1,0,1,searchindexer.exe,unknown_process.exe => unknown_process.exe => searchindexer.exe
1,0,1,searchindexer.exe,searchindexer.exe
1,0,1,searchindexer.exe,unknown_process.exe => searchindexer.exe
1,0,1,secedit.exe,unknown_process.exe => cmd.exe => secedit.exe
1,1,0,secedit.exe,wscript.exe => secedit.exe
1,0,1,services.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => services.exe
1,0,1,services.exe,rundll32.exe => unknown_process.exe => unknown_process.exe => iexplore.exe => services.exe
1,0,1,services.exe,unknown_process.exe => svchost.exe => services.exe
43,0,43,services.exe,services.exe
1,0,1,services.exe,unknown_process.exe => unknown_process.exe => rundll32.exe => services.exe
2,0,2,services.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => services.exe
4,0,4,services.exe,unknown_process.exe => unknown_process.exe => services.exe
1,0,1,services.exe,unknown_process.exe => unknown_process.tmp => unknown_process.exe => rundll32.exe => services.exe
17,0,17,services.exe,unknown_process.exe => services.exe
1,0,1,services.exe,iexplore.exe => iexplore.exe => svchost.exe => unknown_process.exe => services.exe
2,0,2,services.exe,winlogon.exe => unknown_process.exe => services.exe
2,0,2,services.exe,unknown_process.exe => regsvr32.exe => services.exe
1,0,1,services.exe,unknown_process.exe => unknown_process.exe => svchost.exe => services.exe
1,0,1,services.exe,unknown_process.exe => winlogon.exe => svchost.exe => services.exe
1,1,0,sethc.exe,sethc.exe
1,0,1,settingsynchost.exe,unknown_process.exe => settingsynchost.exe
10,0,10,setx.exe,unknown_process.exe => cmd.exe => unknown_process.exe => wscript.exe => cmd.exe => wscript.exe => cmd.exe => setx.exe
1,0,1,setx.exe,setup.exe => cmd.exe => setx.exe
1,0,1,setx.exe,unknown_process.exe => setx.exe
10,0,10,setx.exe,unknown_process.exe => cmd.exe => setx.exe
1,1,0,shrpubw.exe,shrpubw.exe
2,0,2,shutdown.exe,unknown_process.exe => unknown_process.exe => cmd.exe => shutdown.exe
1,0,1,shutdown.exe,shutdown.exe
15,0,15,shutdown.exe,unknown_process.exe => cmd.exe => shutdown.exe
1,0,1,shutdown.exe,unknown_process.exe => cmd.exe => cmd.exe => shutdown.exe
1,0,1,shutdown.exe,unknown_process.exe => rundll32.exe => cmd.exe => shutdown.exe
2,0,2,shutdown.exe,unknown_process.exe => unknown_process.exe => shutdown.exe
7,0,7,shutdown.exe,unknown_process.exe => shutdown.exe
2,2,0,shutdown.exe,cmd.exe => shutdown.exe
2,0,2,shutdown.exe,unknown_process.exe => unknown_process.tmp => shutdown.exe
1,1,0,sigverif.exe,sigverif.exe
3,0,3,sihost.exe,sihost.exe
4,0,4,sihost.exe,unknown_process.exe => sihost.exe
9,0,9,smss.exe,smss.exe
3,0,3,smss.exe,unknown_process.exe => smss.exe
2,0,2,sort.exe,unknown_process.exe => unknown_process.exe => cmd.exe => sort.exe
1,0,1,sort.exe,unknown_process.exe => sort.exe
1,0,1,sort.exe,cmd.exe => unknown_process.exe => sort.exe
3,0,3,sort.exe,sort.exe
2,0,2,spoolsv.exe,unknown_process.exe => unknown_process.exe => svchost.exe => csrss.exe => spoolsv.exe
1,0,1,spoolsv.exe,unknown_process.exe => services.exe => spoolsv.exe
1,0,1,spoolsv.exe,unknown_process.exe => unknown_process.exe => rundll32.exe => spoolsv.exe
1,0,1,spoolsv.exe,rundll32.exe => unknown_process.exe => unknown_process.exe => iexplore.exe => spoolsv.exe
1,0,1,spoolsv.exe,unknown_process.exe => unknown_process.exe => explorer.exe => spoolsv.exe
1,0,1,spoolsv.exe,unknown_process.exe => unknown_process.exe => spoolsv.exe
7,0,7,spoolsv.exe,unknown_process.exe => spoolsv.exe
1,0,1,spoolsv.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => spoolsv.exe
4,0,4,spoolsv.exe,unknown_process.exe => svchost.exe => spoolsv.exe
1,0,1,spoolsv.exe,unknown_process.exe => winlogon.exe => svchost.exe => spoolsv.exe
1,0,1,spoolsv.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => spoolsv.exe
1,0,1,spoolsv.exe,iexplore.exe => iexplore.exe => svchost.exe => unknown_process.exe => spoolsv.exe
36,0,36,spoolsv.exe,spoolsv.exe
1,0,1,spoolsv.exe,unknown_process.exe => unknown_process.exe => svchost.exe => spoolsv.exe
1,0,1,spoolsv.exe,winword.exe => unknown_process.exe => regasm.exe => explorer.exe => spoolsv.exe
1,0,1,spoolsv.exe,unknown_process.exe => explorer.exe => spoolsv.exe
1,0,1,spoolsv.exe,winword.exe => powershell.exe => unknown_process.exe => svchost.exe => spoolsv.exe
1,0,1,spoolsv.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => services.exe => spoolsv.exe
3,0,3,stikynot.exe,unknown_process.exe => stikynot.exe
1,1,0,stikynot.exe,stikynot.exe
11,0,11,subst.exe,unknown_process.exe => cmd.exe => subst.exe
13,0,13,svchost.exe,unknown_process.exe => unknown_process.exe => cmd.exe => svchost.exe
1,0,1,svchost.exe,unknown_process.exe => dllhost.exe => svchost.exe
1,0,1,svchost.exe,winword.exe => cmd.exe => powershell.exe => unknown_process.exe => svchost.exe
1,0,1,svchost.exe,unknown_process.exe => unknown_process.exe => wscript.exe => cmd.exe => svchost.exe => wscript.exe => cmd.exe => svchost.exe => svchost.exe
4,0,4,svchost.exe,wscript.exe => unknown_process.exe => rundll32.exe => svchost.exe
2,0,2,svchost.exe,svchost.exe => svchost.exe => svchost.exe
1,0,1,svchost.exe,unknown_process.exe => unknown_process.exe => svchost.exe => services.exe => svchost.exe
100,0,100,svchost.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => svchost.exe
1,0,1,svchost.exe,unknown_process.exe => netsh.exe => svchost.exe
75,0,75,svchost.exe,unknown_process.exe => unknown_process.exe => svchost.exe
4,0,4,svchost.exe,unknown_process.exe => unknown_process.exe => svchost.exe => winlogon.exe => unknown_process.exe => unknown_process.exe => svchost.exe
1,0,1,svchost.exe,unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe => svchost.exe
1,0,1,svchost.exe,unknown_process.exe => unknown_process.exe => svchost.exe => unknown_process.exe => unknown_process.exe => svchost.exe
30,0,30,svchost.exe,unknown_process.exe => svchost.exe => svchost.exe
1,0,1,svchost.exe,unknown_process.exe => unknown_process.exe => svchost.exe => csrss.exe => svchost.exe
1,0,1,svchost.exe,unknown_process.exe => regsvr32.exe => services.exe => svchost.exe
3,0,3,svchost.exe,unknown_process.exe => unknown_process.exe => wscript.exe => cmd.exe => unknown_process.exe => unknown_process.exe => svchost.exe
1,0,1,svchost.exe,powershell.exe => powershell.exe => unknown_process.exe => svchost.exe
12,0,12,svchost.exe,unknown_process.exe => winlogon.exe => svchost.exe
1,0,1,svchost.exe,unknown_process.exe => svchost.exe => winlogon.exe => unknown_process.exe => svchost.exe
1,0,1,svchost.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => services.exe => svchost.exe
507,0,507,svchost.exe,svchost.exe
17,0,17,svchost.exe,unknown_process.exe => regsvr32.exe => svchost.exe
2,0,2,svchost.exe,unknown_process.exe => wscript.exe => svchost.exe
1,0,1,svchost.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => regsvcs.exe => svchost.exe
3,0,3,svchost.exe,unknown_process.exe => svchost.exe => wscript.exe => svchost.exe
1,0,1,svchost.exe,unknown_process.exe => services.exe => svchost.exe
2,0,2,svchost.exe,unknown_process.exe => svchost.exe => svchost.exe => svchost.exe
16,0,16,svchost.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => svchost.exe => svchost.exe
1,0,1,svchost.exe,winword.exe => cmd.exe => powershell.exe => cmd.exe => unknown_process.pkzip => explorer.exe => unknown_process.exe => svchost.exe
1,0,1,svchost.exe,unknown_process.exe => cmd.exe => powershell.exe => cmd.exe => svchost.exe
1,0,1,svchost.exe,unknown_process.exe => unknown_process.exe => wscript.exe => cmd.exe => svchost.exe
1,0,1,svchost.exe,setup.exe => unknown_process.exe => svchost.exe
1,0,1,svchost.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => wscript.exe => cmd.exe => unknown_process.exe => svchost.exe
12,0,12,svchost.exe,unknown_process.exe => unknown_process.exe => svchost.exe => svchost.exe
10,0,10,svchost.exe,unknown_process.exe => unknown_process.exe => rundll32.exe => svchost.exe
2,0,2,svchost.exe,unknown_process.exe => cmd.exe => cmd.exe => unknown_process.exe => svchost.exe
15,0,15,svchost.exe,svchost.exe => svchost.exe
4,0,4,svchost.exe,unknown_process.exe => rundll32.exe => svchost.exe
2,0,2,svchost.exe,winword.exe => svchost.exe => svchost.exe
38,0,38,svchost.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => svchost.exe
3,0,3,svchost.exe,winword.exe => cmd.exe => powershell.exe => cmd.exe => powershell.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => svchost.exe
1,0,1,svchost.exe,winword.exe => powershell.exe => unknown_process.exe => control.exe => explorer.exe => unknown_process.exe => svchost.exe
1,0,1,svchost.exe,unknown_process.exe => applaunch.exe => svchost.exe
1,0,1,svchost.exe,unknown_process.exe => explorer.exe => unknown_process.exe => svchost.exe
9,0,9,svchost.exe,winword.exe => svchost.exe
3,0,3,svchost.exe,winword.exe => powershell.exe => unknown_process.exe => explorer.exe => unknown_process.exe => svchost.exe
2,0,2,svchost.exe,winword.exe => powershell.exe => unknown_process.exe => svchost.exe
1,0,1,svchost.exe,unknown_process.exe => unknown_process.exe => svchost.exe => winlogon.exe => unknown_process.exe => unknown_process.exe => svchost.exe => unknown_process.exe => unknown_process.exe => svchost.exe
3,0,3,svchost.exe,unknown_process.exe => unknown_process.exe => powershell.exe => svchost.exe
1,0,1,svchost.exe,unknown_process.exe => unknown_process.exe => wscript.exe => cmd.exe => svchost.exe => wscript.exe => cmd.exe => svchost.exe
10,0,10,svchost.exe,rundll32.exe => unknown_process.tmp => svchost.exe
8,0,8,svchost.exe,unknown_process.exe => winlogon.exe => svchost.exe => svchost.exe
