cnt,cnt_ben,cnt_mal,proc,proc_chain
90,0,90,conhost.exe,conhost.exe
29,1,28,conhost.exe,unknown_process.exe => unknown_process.exe => conhost.exe
4,0,4,conhost.exe,unknown_process => unknown_process.exe => conhost.exe
1,0,1,conhost.exe,unknown_process.exe => cscript.exe => conhost.exe
13,0,13,conhost.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => conhost.exe
3,0,3,conhost.exe,unknown_process.exe => unknown_process.exe => svchost.exe => conhost.exe
2,0,2,conhost.exe,unknown_process.exe => regsvr32.exe => conhost.exe
6,0,6,conhost.exe,unknown_process.exe => svchost.exe => conhost.exe
5,0,5,conhost.exe,unknown_process.exe => unknown_process.exe => dwm.exe => conhost.exe
1,0,1,conhost.exe,unknown_process.exe => taskmgr.exe => conhost.exe
13,0,13,conhost.exe,iexplore.exe => conhost.exe
4,0,4,conhost.exe,unknown_process.exe => nslookup.exe => conhost.exe
4,0,4,conhost.exe,unknown_process.exe => unknown_process.exe => cmd.exe => conhost.exe
2,0,2,conhost.exe,powershell.exe => conhost.exe
1,0,1,conhost.exe,setup.exe => conhost.exe
1,0,1,conhost.exe,unknown_process.exe => unknown_process.tmp => unknown_process.exe => conhost.exe
3,0,3,conhost.exe,winword.exe => powershell.exe => unknown_process.exe => explorer.exe => unknown_process.exe => svchost.exe => conhost.exe
2,0,2,conhost.exe,unknown_process => unknown_process.exe => unknown_process.exe => conhost.exe
1,0,1,conhost.exe,winword.exe => cmd.exe => powershell.exe => cmd.exe => unknown_process.pkzip => explorer.exe => unknown_process.exe => svchost.exe => conhost.exe
3,0,3,conhost.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => explorer.exe => dwm.exe => conhost.exe
1,0,1,conhost.exe,unknown_process.exe => explorer.exe => unknown_process.exe => svchost.exe => conhost.exe
1,0,1,conhost.exe,iexplore.exe => iexplore.exe => conhost.exe
2,0,2,conhost.exe,msiexec.exe => conhost.exe
1,0,1,conhost.exe,unknown_process.exe => unknown_process.tmp => cmd.exe => conhost.exe
2,0,2,conhost.exe,unknown_process.exe => unknown_process.tmp => conhost.exe
1,0,1,conhost.exe,unknown_process.exe => unknown_process.tmp => sc.exe => conhost.exe
1,0,1,conhost.exe,unknown_process.exe => control.exe => explorer.exe => unknown_process.exe => svchost.exe => conhost.exe
3,0,3,csrss.exe,unknown_process.exe => unknown_process.exe => csrss.exe
3,0,3,csrss.exe,unknown_process => wscript.exe => cmd.exe => csrss.exe
2,0,2,csrss.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => csrss.exe
14,0,14,csrss.exe,unknown_process.exe => csrss.exe
2,0,2,csrss.exe,csrss.exe => csrss.exe
4,0,4,csrss.exe,unknown_process.exe => regsvr32.exe => csrss.exe
10,0,10,csrss.exe,unknown_process.exe => unknown_process.exe => svchost.exe => csrss.exe
1,0,1,csrss.exe,unknown_process => unknown_process => wscript.exe => cmd.exe => csrss.exe
2,0,2,csrss.exe,iexplore.exe => iexplore.exe => svchost.exe => unknown_process.exe => csrss.exe
4,0,4,csrss.exe,unknown_process.exe => svchost.exe => csrss.exe
1,0,1,csrss.exe,unknown_process.exe => notepad.exe => wscript.exe => cmd.exe => csrss.exe
2,0,2,csrss.exe,unknown_process.exe => wscript.exe => cmd.exe => csrss.exe
48,0,48,csrss.exe,csrss.exe
9,0,9,csrss.exe,unknown_process.exe => csrss.exe => calc.exe => csrss.exe
1,0,1,ctfmon.exe,unknown_process.exe => notepad.exe => ctfmon.exe
3,0,3,ctfmon.exe,unknown_process.exe => unknown_process.exe => unknown_process.tmp => unknown_process.exe => unknown_process.exe => ctfmon.exe
3,0,3,ctfmon.exe,unknown_process.exe => unknown_process.tmp => unknown_process.exe => unknown_process.exe => ctfmon.exe
3,0,3,ctfmon.exe,unknown_process.exe => ctfmon.exe
1,1,0,ctfmon.exe,ctfmon.exe
1,0,1,ctfmon.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => ctfmon.exe
2,0,2,ctfmon.exe,unknown_process.exe => explorer.exe => ctfmon.exe
1,1,0,ddodiag.exe,ddodiag.exe
3,0,3,defrag.exe,winword.exe => wscript.exe => cmd.exe => defrag.exe
1,1,0,dfrgui.exe,dfrgui.exe
1,0,1,diskpart.exe,unknown_process.exe => cmd.exe => cmd.exe => diskpart.exe
1,1,0,dism.exe,wscript.exe => dism.exe
3,0,3,dism.exe,unknown_process.exe => cmd.exe => cmd.exe => unknown_process.exe => pkgmgr.exe => dism.exe
1,0,1,dism.exe,unknown_process.exe => unknown_process.exe => cmd.exe => cmd.exe => unknown_process.exe => pkgmgr.exe => dism.exe
2,0,2,dism.exe,cmd.exe => cmd.exe => unknown_process.exe => pkgmgr.exe => dism.exe
1,0,1,dism.exe,unknown_process.exe => cmd.exe => pkgmgr.exe => dism.exe
1,0,1,dllhost.exe,wscript.exe => unknown_process => dllhost.exe
1,0,1,dllhost.exe,unknown_process.exe => regsvr32.exe => svchost.exe => dllhost.exe
1,0,1,dllhost.exe,unknown_process.exe => unknown_process.exe => dllhost.exe => dllhost.exe
44,0,44,dllhost.exe,unknown_process.exe => dllhost.exe
1,0,1,dllhost.exe,setup.exe => dllhost.exe
2,0,2,dllhost.exe,unknown_process.exe => unknown_process.exe => dllhost.exe
1,0,1,dllhost.exe,unknown_process.exe => unknown_process.exe => svchost.exe => csrss.exe => dllhost.exe
1,0,1,dllhost.exe,rundll32.exe => unknown_process.exe => unknown_process.exe => iexplore.exe => dllhost.exe
4,0,4,dllhost.exe,unknown_process.exe => unknown_process.exe => rundll32.exe => svchost.exe => dllhost.exe
1,0,1,dllhost.exe,unknown_process.exe => csrss.exe => dllhost.exe
7,0,7,dllhost.exe,unknown_process.exe => svchost.exe => dllhost.exe
1,0,1,dllhost.exe,winword.exe => cmd.exe => powershell.exe => unknown_process.exe => svchost.exe => dllhost.exe
1,0,1,dllhost.exe,unknown_process.exe => svchost.exe => csrss.exe => dllhost.exe
1,0,1,dllhost.exe,mstsc.exe => dllhost.exe
1,0,1,dllhost.exe,wscript.exe => cmd.exe => unknown_process.exe => dllhost.exe
31,0,31,dllhost.exe,dllhost.exe
1,0,1,dllhst3g.exe,dllhst3g.exe
1,0,1,dmclient.exe,dmclient.exe
2,0,2,driverquery.exe,unknown_process.exe => driverquery.exe
1,1,0,dvdplay.exe,dvdplay.exe
11,0,11,dwm.exe,unknown_process.exe => unknown_process.exe => dwm.exe
2,0,2,dwm.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => dwm.exe
7,0,7,dwm.exe,unknown_process.exe => unknown_process.exe => explorer.exe => dwm.exe
25,0,25,dwm.exe,unknown_process.exe => dwm.exe
1,0,1,dwm.exe,unknown_process.exe => control.exe => explorer.exe => unknown_process.exe => svchost.exe => dwm.exe
1,0,1,dwm.exe,powershell.exe => powershell.exe => unknown_process.exe => svchost.exe => dwm.exe
4,0,4,dwm.exe,unknown_process.exe => explorer.exe => dwm.exe
1,0,1,dwm.exe,winword.exe => powershell.exe => unknown_process.exe => control.exe => explorer.exe => unknown_process.exe => svchost.exe => dwm.exe
1,0,1,dwm.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => dwm.exe
1,0,1,dwm.exe,unknown_process => unknown_process.exe => unknown_process.exe => dwm.exe
1,0,1,dwm.exe,unknown_process.exe => unknown_process.exe => rundll32.exe => dwm.exe
1,0,1,dwm.exe,rundll32.exe => unknown_process.exe => unknown_process.exe => iexplore.exe => dwm.exe
1,0,1,dwm.exe,unknown_process.exe => unknown_process.exe => csrss.exe => dwm.exe
1,0,1,dwm.exe,winword.exe => powershell.exe => unknown_process.exe => svchost.exe => dwm.exe
1,0,1,dwm.exe,unknown_process.exe => explorer.exe => unknown_process.exe => svchost.exe => dwm.exe
10,0,10,dwm.exe,unknown_process.exe => svchost.exe => dwm.exe
43,0,43,dwm.exe,dwm.exe
1,0,1,dwm.exe,iexplore.exe => iexplore.exe => svchost.exe => unknown_process.exe => dwm.exe
1,0,1,dwm.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => explorer.exe => dwm.exe
3,0,3,dwm.exe,winword.exe => powershell.exe => unknown_process.exe => explorer.exe => unknown_process.exe => svchost.exe => dwm.exe
1,0,1,dwm.exe,unknown_process.exe => winver.exe => explorer.exe => dwm.exe
1,0,1,dwm.exe,unknown_process.exe => unknown_process.exe => svchost.exe => dwm.exe
1,0,1,dwm.exe,unknown_process.exe => winlogon.exe => svchost.exe => dwm.exe
1,0,1,dwm.exe,unknown_process => unknown_process.exe => dwm.exe
1,0,1,dwm.exe,winword.exe => cmd.exe => powershell.exe => cmd.exe => unknown_process.pkzip => explorer.exe => unknown_process.exe => svchost.exe => dwm.exe
1,0,1,dwm.exe,unknown_process.exe => winlogon.exe => dwm.exe
2,0,2,dwm.exe,unknown_process.exe => regsvr32.exe => dwm.exe
1,0,1,dwm.exe,unknown_process.exe => rundll32.exe => powershell.exe => explorer.exe => dwm.exe
1,0,1,dxdiag.exe,unknown_process.exe => dxdiag.exe
1,0,1,dxdiag.exe,unknown_process.exe => unknown_process.tmp => unknown_process.exe => dxdiag.exe
1,1,0,eventcreate.exe,unknown_process.exe => unknown_process.exe => setup.exe => eventcreate.exe
1,1,0,eventcreate.exe,setup.exe => eventcreate.exe
1,0,1,eventcreate.exe,unknown_process.exe => eventcreate.exe
1,0,1,eventvwr.exe,unknown_process.exe => svchost.exe => svchost.exe => cmd.exe => eventvwr.exe
1,0,1,eventvwr.exe,winword.exe => eventvwr.exe
8,0,8,eventvwr.exe,wscript.exe => eventvwr.exe
1,0,1,eventvwr.exe,wscript.exe => wscript.exe => eventvwr.exe
1,0,1,eventvwr.exe,unknown_process.exe => unknown_process.exe => eventvwr.exe
3,0,3,eventvwr.exe,unknown_process.exe => eventvwr.exe
1,0,1,fc.exe,unknown_process.exe => cmd.exe => fc.exe
146,0,146,find.exe,unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe => find.exe
4,0,4,find.exe,unknown_process.exe => unknown_process.exe => wscript.exe => cmd.exe => find.exe
2,0,2,find.exe,unknown_process.exe => wscript.exe => cmd.exe => cmd.exe => find.exe
2,0,2,find.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe => cmd.exe => find.exe
4,0,4,find.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe => cmd.exe => find.exe
7,0,7,find.exe,excel.exe => powershell.exe => unknown_process.exe => cmd.exe => find.exe
2,0,2,find.exe,cmd.exe => find.exe
22,0,22,find.exe,unknown_process.exe => unknown_process.exe => cmd.exe => find.exe
10,0,10,find.exe,unknown_process.exe => unknown_process.tmp => cmd.exe => find.exe
7,0,7,find.exe,find.exe
6,0,6,find.exe,unknown_process.exe => wscript.exe => unknown_process.exe => mshta.exe => cmd.exe => cmd.exe => find.exe
2,0,2,find.exe,unknown_process.exe => cmd.exe => cmd.exe => find.exe
1,0,1,find.exe,unknown_process.exe => wscript.exe => cmd.exe => find.exe
6,0,6,find.exe,unknown_process.exe => unknown_process.exe => cmd.exe => cmd.exe => find.exe
4,0,4,find.exe,unknown_process.exe => cmd.exe => unknown_process.exe => unknown_process.exe => cmd.exe => find.exe
358,0,358,find.exe,unknown_process.exe => cmd.exe => find.exe
1,0,1,find.exe,cmd.exe => cmd.exe => find.exe
4,0,4,find.exe,unknown_process.exe => unknown_process.exe => cmd.exe => unknown_process.exe => unknown_process.exe => cmd.exe => find.exe
1,0,1,fltmc.exe,unknown_process.exe => unknown_process.tmp => fltmc.exe
2,0,2,fltmc.exe,unknown_process.exe => cmd.exe => fltmc.exe
1,0,1,fontdrvhost.exe,unknown_process.exe => fontdrvhost.exe
33,0,33,format.com,unknown_process.exe => cmd.exe => format.com
1,0,1,format.com,cmd.exe => cmd.exe => format.com
10,0,10,fsutil.exe,unknown_process.exe => cmd.exe => wscript.exe => cmd.exe => fsutil.exe
1,0,1,fsutil.exe,unknown_process.exe => cmd.exe => fsutil.exe
17,0,17,ftp.exe,setup.exe => unknown_process.exe => wscript.exe => cmd.exe => wscript.exe => cmd.exe => ftp.exe
4,0,4,ftp.exe,cmd.exe => ftp.exe
4,4,0,getmac.exe,cmd.exe => getmac.exe
1,0,1,getmac.exe,unknown_process.exe => ping.exe => getmac.exe
4,0,4,getmac.exe,unknown_process.exe => unknown_process.exe => getmac.exe
1,0,1,gpupdate.exe,unknown_process.exe => gpupdate.exe
1,0,1,grpconv.exe,unknown_process.exe => unknown_process.tmp => install.exe => cmd.exe => rundll32.exe => runonce.exe => grpconv.exe
1,0,1,grpconv.exe,unknown_process.exe => infdefaultinstall.exe => runonce.exe => grpconv.exe
1,0,1,grpconv.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => rundll32.exe => runonce.exe => grpconv.exe
1,0,1,grpconv.exe,unknown_process.exe => rundll32.exe => runonce.exe => grpconv.exe
2,0,2,help.exe,cmd.exe => cmd.exe => help.exe
1,0,1,help.exe,unknown_process.exe => unknown_process.exe => explorer.exe => help.exe
1,0,1,help.exe,help.exe
1,0,1,hostname.exe,unknown_process.exe => unknown_process.tmp => cmd.exe => hostname.exe
5,0,5,hostname.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => regsvcs.exe => unknown_process.exe => cmd.exe => hostname.exe
1,0,1,hostname.exe,excel.exe => cmd.exe => hostname.exe
5,0,5,hostname.exe,unknown_process.exe => unknown_process.exe => cmd.exe => hostname.exe
1,0,1,hostname.exe,unknown_process.exe => regasm.exe => unknown_process.exe => cmd.exe => hostname.exe
1,0,1,hostname.exe,unknown_process.exe => svchost.exe => cmd.exe => hostname.exe
2,0,2,hostname.exe,unknown_process.exe => cmd.exe => hostname.exe
2,0,2,hostname.exe,unknown_process.exe => hostname.exe
1,1,0,hostname.exe,hostname.exe
24,0,24,icacls.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe => icacls.exe
1,0,1,icacls.exe,unknown_process.exe => unknown_process.tmp => icacls.exe
2,0,2,icacls.exe,wscript.exe => unknown_process.exe => vbc.exe => cmd.exe => icacls.exe
1,0,1,icacls.exe,wscript.exe => cmd.exe => unknown_process.exe => cmd.exe => icacls.exe
1,0,1,icacls.exe,unknown_process.exe => cmd.exe => unknown_process.exe => unknown_process.exe => icacls.exe
5,0,5,icacls.exe,unknown_process.exe => unknown_process.exe => cmd.exe => icacls.exe
4,0,4,icacls.exe,wscript.exe => cmd.exe => unknown_process.exe => icacls.exe
10,0,10,icacls.exe,svchost.exe => cmd.exe => icacls.exe
2,0,2,icacls.exe,unknown_process.exe => unknown_process.tmp => explorer.exe => sysprep.exe => cmd.exe => icacls.exe
25,1,24,icacls.exe,unknown_process.exe => icacls.exe
18,0,18,icacls.exe,unknown_process.exe => unknown_process => icacls.exe
1,0,1,icacls.exe,unknown_process.exe => cmd.exe => unknown_process.exe => icacls.exe
56,0,56,icacls.exe,unknown_process.exe => unknown_process.exe => icacls.exe
1,0,1,icacls.exe,unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe => icacls.exe
11,0,11,icacls.exe,rundll32.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => icacls.exe
5,0,5,icacls.exe,unknown_process.exe => cmd.exe => powershell.exe => cmd.exe => svchost.exe => cmd.exe => icacls.exe
49,0,49,icacls.exe,unknown_process.exe => cmd.exe => icacls.exe
1,0,1,icacls.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => icacls.exe
6,0,6,icacls.exe,rundll32.exe => unknown_process.exe => unknown_process.exe => icacls.exe
2,0,2,ipconfig.exe,unknown_process.exe => unknown_process.exe => explorer.exe => ipconfig.exe
4,0,4,ipconfig.exe,unknown_process.exe => unknown_process.exe => ipconfig.exe
1,0,1,ipconfig.exe,unknown_process.exe => wscript.exe => cmd.exe => cmd.exe => ipconfig.exe
1,1,0,ipconfig.exe,wscript.exe => cmd.exe => ipconfig.exe
3,0,3,ipconfig.exe,unknown_process.exe => unknown_process.tmp => unknown_process.exe => ipconfig.exe
15,0,15,ipconfig.exe,unknown_process.exe => wscript.exe => cmd.exe => wscript.exe => cmd.exe => ipconfig.exe
3,0,3,ipconfig.exe,unknown_process.exe => unknown_process.exe => cmd.exe => ipconfig.exe
2,0,2,ipconfig.exe,unknown_process.exe => wscript.exe => cmd.exe => powershell.exe => ipconfig.exe
14,0,14,ipconfig.exe,unknown_process.exe => cmd.exe => ipconfig.exe
1,0,1,ipconfig.exe,winword.exe => cmd.exe => cmd.exe => unknown_process.exe => unknown_process.exe => explorer.exe => ipconfig.exe
9,0,9,ipconfig.exe,unknown_process.exe => ipconfig.exe
1,0,1,iscsicli.exe,unknown_process.exe => stikynot.exe => iscsicli.exe
2,0,2,ksetup.exe,unknown_process.exe => ksetup.exe
2,2,0,label.exe,label.exe
8,0,8,lodctr.exe,lodctr.exe
1,0,1,logman.exe,mstsc.exe => logman.exe
1,0,1,lsass.exe,unknown_process.exe => winlogon.exe => svchost.exe => lsass.exe
1,0,1,lsass.exe,unknown_process.exe => unknown_process.exe => rundll32.exe => lsass.exe
1,0,1,lsass.exe,unknown_process.exe => unknown_process.exe => svchost.exe => lsass.exe
12,0,12,lsass.exe,unknown_process.exe => lsass.exe
3,0,3,lsass.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => lsass.exe
1,0,1,lsass.exe,rundll32.exe => unknown_process.exe => unknown_process.exe => iexplore.exe => lsass.exe
49,0,49,lsass.exe,lsass.exe
1,0,1,lsass.exe,iexplore.exe => iexplore.exe => svchost.exe => unknown_process.exe => lsass.exe
4,0,4,lsass.exe,unknown_process.exe => unknown_process.exe => lsass.exe
2,0,2,lsass.exe,unknown_process.exe => regsvr32.exe => lsass.exe
1,0,1,lsass.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => lsass.exe
4,0,4,manage-bde.exe,unknown_process.exe => unknown_process.exe => cmd.exe => manage-bde.exe
6,0,6,manage-bde.exe,unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe => manage-bde.exe
1,0,1,mmc.exe,unknown_process.exe => cmd.exe => mmc.exe
2,0,2,mobsync.exe,unknown_process.exe => cmd.exe => mobsync.exe
9,9,0,mode.com,cmd.exe => mode.com
1,0,1,mode.com,unknown_process.exe => taskmgr.exe => unknown_process.exe => cmd.exe => cmd.exe => mode.com
2,0,2,mode.com,csrss.exe => cmd.exe => mode.com
43,0,43,mode.com,unknown_process.exe => cmd.exe => mode.com
9,0,9,mode.com,unknown_process.exe => unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe => mode.com
4,0,4,mode.com,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe => mode.com
5,0,5,mode.com,unknown_process.exe => unknown_process.exe => cmd.exe => mode.com
4,0,4,mode.com,unknown_process.exe => unknown_process.tmp => cmd.exe => mode.com
4,0,4,mode.com,unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe => mode.com
2,0,2,mode.com,unknown_process.exe => cmd.exe => cmd.exe => mode.com
1,0,1,mode.com,unknown_process.vir_exe => cmd.exe => mode.com
1,0,1,mode.com,unknown_process.exe => taskmgr.exe => unknown_process.exe => unknown_process.exe => cmd.exe => mode.com
6,0,6,mode.com,excel.exe => cmd.exe => mode.com
1,0,1,mode.com,dllhost.exe => cmd.exe => mode.com
4,0,4,more.com,unknown_process.exe => unknown_process.exe => cmd.exe => more.com
1,0,1,more.com,unknown_process.exe => more.com
1,1,0,mpsigstub.exe,mpsigstub.exe
1,0,1,mrt.exe,mrt.exe
1,1,0,mrt.exe,unknown_process.exe => mrt.exe
1,0,1,msdtc.exe,msdtc.exe
3,0,3,msfeedssync.exe,unknown_process.exe => unknown_process.exe => msfeedssync.exe
2,2,0,msg.exe,cmd.exe => msg.exe
2,0,2,mspaint.exe,unknown_process.exe => svchost.exe => mspaint.exe
1,0,1,mspaint.exe,unknown_process.exe => mspaint.exe
1,0,1,msra.exe,msra.exe
4,0,4,mstsc.exe,mstsc.exe
2,0,2,mstsc.exe,unknown_process.exe => unknown_process.exe => explorer.exe => mstsc.exe
1,0,1,mystify.scr,unknown_process.exe => rundll32.exe => mystify.scr
1,0,1,narrator.exe,narrator.exe
1,0,1,nbtstat.exe,unknown_process.exe => unknown_process.exe => explorer.exe => nbtstat.exe
2,0,2,net.exe,setup.exe => unknown_process.tmp => cmd.exe => net.exe
63,0,63,net.exe,unknown_process.exe => net.exe
2,0,2,net.exe,setup.exe => setup.exe => unknown_process.tmp => cmd.exe => net.exe
4,0,4,net.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe => net.exe
7,0,7,net.exe,unknown_process.exe => unknown_process.exe => unknown_process.tmp => net.exe
1,0,1,net.exe,unknown_process.exe => cmd.exe => unknown_process.exe => unknown_process.exe => cmd.exe => net.exe
2,0,2,net.exe,unknown_process.exe => unknown_process.exe => rundll32.exe => net.exe
7,2,5,net.exe,unknown_process.exe => unknown_process.tmp => cmd.exe => net.exe
10,0,10,net.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe => net.exe
